,DL,IL,EL
9929,2,3,4
2339,1,1,3
4250,1,3,4
8518,2,5,3
6394,2,4,4
2931,1,2,3
9679,2,5,4
1556,1,1,8
3679,1,2,6
6310,2,2,3
9461,2,4,3
74,1,3,6
1877,1,3,4
4320,1,3,3
8210,2,3,7
7553,2,1,6
189,1,3,1
8891,2,3,4
422,1,1,8
3971,1,3,1
4917,1,3,8
4785,1,3,2
1177,1,2,2
9141,2,3,3
6975,2,1,1
4414,1,2,9
5230,2,4,1
5669,2,3,4
8181,2,2,1
2737,1,1,10
1812,1,3,4
2704,1,3,3
4341,1,1,9
2961,1,1,1
91,1,1,3
2553,1,2,1
8479,2,5,7
5764,2,2,1
5218,2,1,3
1686,1,3,1
3094,1,2,6
8878,2,1,3
6642,2,2,4
6979,2,2,6
5785,2,5,5
3481,1,1,7
9573,2,1,4
2467,1,2,8
9932,2,3,3
3567,1,3,10
1781,1,3,5
8950,2,4,7
8352,2,2,5
1969,1,3,7
2927,1,1,6
4559,1,3,10
1409,1,2,2
5868,2,4,6
2625,1,2,6
4799,1,2,5
7012,2,4,6
5262,2,2,7
8243,2,2,3
7580,2,3,5
4534,1,3,10
3962,1,1,2
1640,1,2,3
1088,1,3,10
4456,1,3,7
3972,1,1,9
6730,2,4,3
9770,2,3,1
8776,2,5,6
3944,1,3,1
7181,2,4,2
7532,2,2,7
6306,2,1,1
7143,2,5,5
3172,1,3,3
2427,1,3,4
4656,1,3,2
7784,2,3,3
7429,2,4,2
3426,1,2,3
4068,1,2,1
4778,1,3,2
9099,2,2,1
7410,2,1,7
3888,1,2,6
7335,2,5,5
2574,1,3,4
6329,2,2,6
871,1,2,7
9024,2,1,3
783,1,1,5
9245,2,3,7
3988,1,1,9
8334,2,1,6
6298,2,2,4
4316,1,1,6
8473,2,1,4
8849,2,4,5
359,1,2,5
9291,2,1,6
5491,2,3,3
6893,2,5,2
7635,2,3,6
7644,2,5,5
129,1,3,9
5951,2,3,1
8458,2,5,5
860,1,1,1
3273,1,1,8
4891,1,2,1
1779,1,2,9
496,1,3,1
4572,1,1,10
1329,1,3,2
9669,2,2,4
6643,2,5,6
2101,1,3,3
8254,2,2,3
4999,1,3,4
815,1,1,1
5674,2,1,1
31,1,1,2
825,1,2,6
7089,2,2,4
4713,1,2,1
6485,2,1,2
5787,2,4,1
1392,1,1,7
3021,1,1,9
9850,2,3,7
7278,2,3,4
8042,2,4,1
5629,2,2,3
5498,2,5,5
8483,2,2,3
1060,1,1,9
1547,1,2,5
9308,2,3,5
4459,1,1,4
3701,1,1,9
7381,2,3,4
652,1,1,9
3458,1,3,7
8856,2,3,1
4108,1,2,10
4860,1,1,10
8796,2,3,2
3793,1,3,2
239,1,2,3
5119,2,5,5
5027,1,2,3
6286,2,2,5
6890,2,5,7
1947,1,1,3
5005,1,2,9
9994,2,3,4
4846,1,1,7
8598,2,2,2
2362,1,1,10
5643,2,5,5
3313,1,3,3
7548,2,1,6
7556,2,4,7
582,1,3,2
9130,2,3,6
4151,1,2,3
7288,2,1,2
2507,1,2,9
6500,2,5,4
561,1,3,8
2231,1,3,7
6204,2,5,4
8216,2,1,1
3429,1,3,9
293,1,1,4
6305,2,3,7
8667,2,3,3
8415,2,2,7
3226,1,3,2
4402,1,3,2
2576,1,2,9
3807,1,3,7
925,1,2,9
3427,1,2,1
1872,1,3,3
8902,2,3,7
3457,1,1,8
5482,2,1,7
6453,2,4,7
7724,2,1,5
5272,2,2,2
9966,2,5,6
4592,1,2,9
5192,2,2,2
5093,2,4,6
4131,1,2,8
9253,2,2,1
9091,2,5,6
264,1,3,8
5032,2,1,1
7327,2,5,2
8862,2,3,5
7758,2,4,7
603,1,3,5
4727,1,3,9
6794,2,2,3
7081,2,1,7
2499,1,3,9
3630,1,1,10
4113,1,1,4
8534,2,1,6
8321,2,5,4
808,1,3,5
4598,1,3,10
4401,1,3,4
1789,1,3,6
9582,2,2,5
7268,2,3,3
102,1,3,4
5135,2,2,5
4064,1,3,7
2220,1,2,4
847,1,3,5
5849,2,3,6
1695,1,1,1
1214,1,3,2
4091,1,3,10
6477,2,4,4
2377,1,3,8
3128,1,1,8
7645,2,3,6
1829,1,1,6
3678,1,1,10
538,1,1,5
8134,2,4,6
1844,1,2,10
5738,2,4,3
2254,1,3,2
4073,1,3,10
223,1,1,4
3865,1,3,6
1445,1,1,9
4899,1,2,5
7224,2,5,6
1772,1,2,10
1478,1,3,4
380,1,1,10
4001,1,2,7
1926,1,1,4
3710,1,2,6
2443,1,1,6
7158,2,3,7
8393,2,5,5
4802,1,3,10
3907,1,3,7
2663,1,1,7
8357,2,3,7
9620,2,3,6
104,1,3,6
7941,2,1,1
528,1,3,1
5196,2,4,4
8829,2,1,1
9374,2,5,6
2882,1,1,4
9152,2,1,4
204,1,1,8
9856,2,4,2
3190,1,1,8
5683,2,2,5
5390,2,2,6
8033,2,4,1
7348,2,1,1
4208,1,2,6
3347,1,2,2
8569,2,3,7
8523,2,4,6
9942,2,3,4
4156,1,3,8
823,1,2,8
2806,1,1,8
7333,2,1,5
3403,1,3,4
5052,2,2,6
1377,1,2,3
4253,1,1,2
3201,1,3,10
7196,2,2,5
4067,1,1,9
2807,1,2,4
245,1,3,7
3911,1,3,3
3364,1,3,5
9642,2,5,2
1112,1,3,8
4881,1,2,9
6636,2,2,4
4902,1,2,2
1734,1,3,9
4239,1,2,10
3326,1,2,7
5118,2,1,5
2280,1,1,4
9738,2,2,7
7895,2,2,7
2491,1,1,7
7021,2,5,1
5379,2,1,1
2510,1,1,1
6007,2,2,6
7226,2,5,6
7707,2,1,3
8302,2,5,6
2465,1,2,7
1044,1,2,8
3045,1,2,8
8398,2,2,2
1287,1,3,9
2473,1,3,6
2228,1,1,7
2279,1,3,4
9503,2,3,4
5195,2,5,1
5403,2,5,6
2057,1,1,4
6360,2,2,6
8525,2,4,5
1464,1,2,1
7389,2,3,6
4011,1,3,9
4676,1,1,6
8736,2,2,7
8954,2,4,5
4822,1,2,10
1887,1,1,8
1693,1,1,2
3152,1,1,10
788,1,1,8
7977,2,1,2
9788,2,2,2
7432,2,2,7
1491,1,2,7
9921,2,3,4
2771,1,1,8
2928,1,3,1
7852,2,1,2
6085,2,5,7
1718,1,3,4
2221,1,2,4
4066,1,1,5
2679,1,3,5
6609,2,3,2
1499,1,1,7
2564,1,2,7
737,1,2,8
5510,2,2,6
5061,2,2,4
6505,2,4,3
9934,2,2,2
5820,2,3,7
552,1,2,5
1828,1,3,2
6628,2,5,3
713,1,3,6
4788,1,1,8
9565,2,4,7
9989,2,1,4
9521,2,1,3
9103,2,2,3
6019,2,1,5
9177,2,2,7
5373,2,5,6
9567,2,5,2
6198,2,5,5
3747,1,2,1
501,1,3,3
3797,1,3,5
4115,1,1,2
696,1,2,10
3512,1,3,2
3024,1,2,2
6127,2,3,6
9485,2,4,4
4187,1,2,9
5219,2,1,4
480,1,3,8
1717,1,2,4
2485,1,2,4
2867,1,3,6
1639,1,1,5
322,1,3,5
5936,2,4,3
5711,2,5,5
838,1,3,9
2765,1,1,1
8517,2,5,4
2959,1,1,10
2287,1,1,5
7102,2,5,7
3610,1,2,10
6034,2,4,5
3820,1,3,5
4397,1,2,3
2303,1,2,6
3715,1,3,1
2987,1,2,9
3177,1,2,5
5756,2,1,6
6135,2,4,5
2864,1,2,7
3068,1,1,4
2330,1,3,4
228,1,2,10
1646,1,2,3
8464,2,5,6
8913,2,2,7
8918,2,4,5
9540,2,4,2
8946,2,1,3
5346,2,3,6
2863,1,3,1
3805,1,1,9
5943,2,5,6
5595,2,1,1
6959,2,3,6
4796,1,2,8
3363,1,1,4
3704,1,3,5
3628,1,1,7
6437,2,1,4
3333,1,3,4
1950,1,3,8
5525,2,5,3
4394,1,2,10
1083,1,3,2
3812,1,1,6
2703,1,3,3
5740,2,4,4
1246,1,3,10
2086,1,2,1
3784,1,1,4
2808,1,3,4
4557,1,3,10
6782,2,4,3
1688,1,2,4
4185,1,3,6
368,1,1,7
123,1,2,7
3066,1,2,5
3289,1,1,2
4714,1,1,9
3397,1,3,7
9303,2,4,2
5961,2,1,4
8086,2,2,7
7246,2,3,7
4154,1,1,9
7343,2,4,1
2151,1,2,2
9333,2,1,4
424,1,1,1
7220,2,5,6
3222,1,2,9
3928,1,2,8
794,1,1,4
4470,1,3,10
4466,1,2,6
9115,2,4,4
443,1,2,2
2641,1,2,5
1691,1,3,4
8040,2,4,4
7362,2,1,2
7856,2,3,7
7926,2,3,3
5392,2,4,5
3168,1,2,1
981,1,3,1
6467,2,3,3
3185,1,1,7
7302,2,3,6
9676,2,1,2
7382,2,4,1
3931,1,2,8
7289,2,4,6
6359,2,3,4
6809,2,3,5
756,1,2,1
6921,2,5,4
4910,1,2,1
4286,1,1,4
6101,2,3,5
2996,1,1,3
2407,1,3,6
8550,2,4,3
7825,2,4,1
8924,2,4,1
4475,1,3,9
6968,2,1,1
5950,2,5,1
4732,1,2,4
5807,2,5,2
5264,2,5,2
5662,2,2,4
4100,1,2,4
1265,1,1,7
5725,2,2,7
6708,2,2,6
9906,2,2,2
382,1,3,4
1286,1,2,10
1561,1,2,4
6930,2,4,4
2247,1,1,5
3365,1,1,8
1218,1,2,6
6904,2,2,4
8217,2,2,2
5569,2,5,3
5088,2,1,2
5434,2,1,2
6827,2,5,2
940,1,1,10
134,1,1,4
1059,1,3,5
9255,2,5,5
2820,1,3,8
4729,1,1,3
9396,2,5,7
5127,2,4,1
6448,2,5,6
4323,1,1,3
8601,2,1,7
4641,1,2,4
4731,1,3,7
3060,1,1,5
6396,2,1,4
7270,2,3,2
3050,1,1,9
507,1,1,8
5556,2,4,3
9315,2,4,7
4168,1,3,6
6897,2,2,5
3615,1,3,6
3993,1,3,9
4898,1,2,1
8964,2,4,3
6965,2,1,2
9867,2,4,1
2919,1,2,1
451,1,1,6
2009,1,1,9
9166,2,3,7
2899,1,2,1
5685,2,2,2
7740,2,3,7
5384,2,5,7
1314,1,2,3
1398,1,1,1
5834,2,2,2
5446,2,4,5
9564,2,2,1
6458,2,1,3
8665,2,1,7
5233,2,5,3
4321,1,3,5
8366,2,2,4
1245,1,1,3
2726,1,3,5
3908,1,3,9
2162,1,2,9
6202,2,3,3
2224,1,2,6
3656,1,3,9
3225,1,3,7
4760,1,1,8
5256,2,5,1
7173,2,4,4
909,1,1,6
5480,2,3,2
754,1,3,4
9828,2,3,5
4367,1,1,10
5516,2,5,3
288,1,1,3
9833,2,3,5
1077,1,1,3
6413,2,5,6
3237,1,1,4
465,1,3,5
2144,1,3,5
7920,2,5,4
1473,1,2,10
3335,1,1,1
6939,2,4,7
346,1,3,2
4496,1,2,10
1102,1,1,9
7256,2,1,5
1162,1,2,1
7566,2,5,5
7529,2,1,3
7981,2,4,1
6616,2,5,1
1361,1,2,3
3334,1,3,9
6710,2,5,7
6450,2,4,5
4191,1,2,10
4415,1,1,5
2699,1,1,2
9405,2,5,7
5100,2,1,6
5301,2,1,6
4023,1,1,6
9538,2,3,5
8816,2,1,6
573,1,3,6
4621,1,3,3
704,1,2,5
4770,1,1,10
5793,2,2,6
5030,1,1,2
8666,2,4,2
8761,2,2,4
8576,2,5,6
4762,1,1,4
2474,1,1,3
1397,1,3,8
7287,2,5,5
5163,2,1,1
2514,1,3,8
8925,2,4,1
3633,1,3,4
4142,1,3,2
86,1,2,8
2386,1,2,9
6891,2,2,6
691,1,2,2
1252,1,3,7
4953,1,2,4
9425,2,3,5
9423,2,2,2
7054,2,1,7
2711,1,1,5
1263,1,3,7
1123,1,2,8
9288,2,2,3
2874,1,2,10
5583,2,2,5
3,1,2,10
7931,2,5,4
8772,2,1,5
5690,2,4,3
3423,1,1,5
3718,1,1,4
124,1,3,7
3028,1,1,6
4435,1,2,4
127,1,2,10
5143,2,5,3
3059,1,3,1
3135,1,3,3
2535,1,2,7
214,1,3,10
2021,1,3,9
1672,1,2,2
3203,1,2,5
9624,2,4,2
150,1,1,4
9515,2,5,1
6871,2,1,2
7183,2,2,4
8935,2,3,3
6698,2,4,5
9379,2,4,7
5804,2,5,5
4717,1,2,4
8578,2,2,2
7261,2,2,1
7830,2,5,7
161,1,3,5
1810,1,2,10
9798,2,2,2
6961,2,1,6
1233,1,2,5
7194,2,4,2
2240,1,3,5
1760,1,1,1
7551,2,3,4
1203,1,2,4
4876,1,1,7
2235,1,3,8
11,1,2,10
1604,1,3,8
4698,1,2,1
2781,1,1,1
6268,2,3,6
6621,2,4,6
1146,1,3,2
8497,2,3,2
2163,1,3,9
3279,1,3,4
7213,2,2,2
9085,2,3,4
3240,1,1,5
7286,2,2,4
3895,1,3,5
2183,1,3,6
2317,1,1,5
8921,2,4,6
9556,2,5,3
3081,1,1,9
6058,2,1,4
5526,2,1,1
7501,2,5,4
5325,2,3,5
8931,2,2,7
1501,1,1,5
66,1,2,3
9006,2,3,2
3623,1,1,1
7307,2,3,2
4332,1,1,10
5571,2,3,4
7164,2,2,7
2488,1,2,9
9100,2,2,2
1144,1,3,10
1694,1,3,10
5033,2,5,5
8553,2,5,6
199,1,2,6
3440,1,3,4
7986,2,3,2
8889,2,4,2
8405,2,5,1
4467,1,3,6
9809,2,2,4
1658,1,3,10
9403,2,5,2
5975,2,2,1
1057,1,3,8
8182,2,5,7
6142,2,4,5
7204,2,4,6
6993,2,1,5
3498,1,1,8
4440,1,2,10
8230,2,3,1
1971,1,1,2
917,1,2,1
8982,2,3,1
4174,1,2,3
9096,2,2,7
3473,1,3,10
3030,1,3,8
1619,1,1,2
5800,2,5,4
8376,2,2,4
7428,2,5,6
2278,1,3,9
6139,2,3,1
6875,2,5,2
4691,1,1,4
781,1,3,5
3492,1,3,2
5318,2,2,4
9837,2,4,1
9988,2,5,7
9146,2,3,5
2653,1,1,8
5243,2,3,4
4275,1,1,7
9223,2,1,3
1271,1,1,9
4305,1,3,1
7071,2,4,5
4675,1,1,7
6849,2,2,2
6512,2,1,5
1497,1,3,9
9428,2,5,4
7094,2,5,5
9819,2,1,1
4075,1,2,7
6991,2,2,2
8641,2,5,3
8105,2,3,4
505,1,3,1
7706,2,4,2
9862,2,5,2
7902,2,1,3
3369,1,2,2
6671,2,1,1
7207,2,1,1
5359,2,5,7
9509,2,5,6
9951,2,3,4
2700,1,2,10
6087,2,5,2
5993,2,5,4
7839,2,1,6
7378,2,2,4
6559,2,1,2
3737,1,1,2
4941,1,1,10
8694,2,3,2
399,1,1,7
6078,2,5,7
4542,1,2,5
8079,2,1,2
2738,1,2,4
30,1,3,8
5254,2,1,6
319,1,1,1
230,1,1,7
7546,2,1,7
3275,1,2,5
2300,1,1,9
4994,1,3,7
2656,1,1,4
3509,1,3,8
8874,2,5,4
9354,2,5,4
5404,2,3,2
9023,2,1,5
2604,1,1,10
8409,2,1,1
1115,1,1,9
9938,2,4,3
4577,1,1,4
6736,2,4,5
518,1,2,2
911,1,1,4
3818,1,1,2
5412,2,5,7
6254,2,1,1
9298,2,2,7
8572,2,3,1
3837,1,1,5
2496,1,1,2
63,1,1,9
9222,2,3,1
9996,2,1,3
3258,1,1,3
5292,2,3,1
9049,2,2,4
7393,2,2,6
2011,1,1,10
8057,2,3,6
6502,2,5,1
2550,1,3,10
8223,2,1,7
2935,1,2,8
9039,2,5,6
5768,2,4,4
5142,2,2,2
5530,2,5,7
9191,2,5,7
827,1,1,1
9170,2,3,5
5326,2,3,2
9962,2,3,4
3341,1,2,2
8757,2,1,3
5840,2,2,4
4556,1,2,3
4164,1,3,7
3617,1,2,4
661,1,3,6
2208,1,1,8
7757,2,3,4
2594,1,2,10
550,1,2,1
9092,2,4,7
7063,2,5,2
3259,1,1,4
5137,2,5,2
8400,2,5,1
5545,2,5,5
402,1,3,3
2423,1,3,3
5238,2,1,1
4009,1,1,4
2217,1,2,4
868,1,2,7
6076,2,1,7
5947,2,2,1
4498,1,2,10
5839,2,4,6
7145,2,1,3
6434,2,4,3
2436,1,3,9
1438,1,2,3
166,1,2,10
4413,1,3,2
3998,1,1,9
5316,2,2,5
1782,1,3,7
2523,1,3,5
5603,2,2,1
1151,1,2,8
7483,2,3,6
3075,1,3,10
1904,1,3,6
5882,2,5,2
3305,1,2,10
4347,1,1,9
9016,2,1,1
4251,1,2,5
1580,1,2,4
6116,2,5,3
9649,2,1,2
4742,1,1,5
8930,2,3,3
1588,1,1,10
8855,2,1,5
6883,2,2,6
5280,2,4,5
6550,2,5,4
5327,2,5,3
8638,2,4,3
440,1,1,4
7963,2,4,3
148,1,1,5
5464,2,2,5
4724,1,2,3
3533,1,1,5
7952,2,5,7
6071,2,5,1
5371,2,1,5
8259,2,1,3
3144,1,2,4
3590,1,1,8
3970,1,2,3
2301,1,1,4
3507,1,3,2
6540,2,2,5
2805,1,1,7
1360,1,3,4
7229,2,2,6
1235,1,1,3
9028,2,1,5
6238,2,1,6
2370,1,1,10
6347,2,2,4
2794,1,1,5
7998,2,2,4
8122,2,2,6
4514,1,3,3
1957,1,2,10
9822,2,3,4
1923,1,1,6
7400,2,5,3
8551,2,3,3
1352,1,2,4
5112,2,4,3
2341,1,1,1
3822,1,2,5
6256,2,2,3
839,1,1,1
8396,2,2,4
7554,2,1,1
9760,2,2,3
905,1,1,9
8277,2,3,4
2453,1,1,3
8892,2,5,4
9832,2,5,5
7911,2,3,2
5378,2,3,4
6586,2,4,2
7815,2,3,3
5739,2,1,6
7399,2,2,3
9903,2,4,1
8053,2,5,7
3892,1,3,2
7466,2,5,3
9404,2,4,2
1074,1,2,8
4170,1,1,10
5298,2,1,2
9226,2,3,6
6649,2,4,6
3762,1,3,10
1590,1,2,10
2432,1,3,9
1803,1,3,8
892,1,1,9
9232,2,3,3
2811,1,3,4
330,1,1,5
5636,2,5,1
464,1,2,8
9454,2,5,6
2352,1,3,3
9422,2,2,2
5271,2,3,6
8976,2,4,1
8782,2,4,3
8138,2,1,5
9355,2,5,3
5580,2,5,7
8462,2,5,4
8770,2,1,4
6124,2,2,1
4325,1,1,6
1291,1,1,4
942,1,3,4
6285,2,5,5
6876,2,4,2
163,1,1,3
3665,1,3,1
7044,2,3,6
6519,2,4,2
2422,1,2,8
6658,2,5,5
8885,2,1,7
9468,2,4,3
744,1,1,4
7798,2,4,4
957,1,2,6
6043,2,5,5
9483,2,2,7
4689,1,1,5
1584,1,1,10
6393,2,4,3
764,1,1,10
5651,2,1,3
4232,1,3,3
857,1,2,9
8642,2,3,3
3644,1,3,5
4269,1,3,9
3646,1,2,10
9667,2,1,2
4590,1,2,6
52,1,3,6
2922,1,2,7
762,1,1,9
5816,2,1,6
532,1,3,8
1737,1,3,6
7698,2,4,4
2164,1,1,1
4380,1,1,7
2318,1,2,8
3405,1,1,8
9891,2,4,5
7531,2,5,5
2939,1,1,9
2671,1,2,5
9165,2,3,6
7075,2,1,7
6410,2,1,4
5282,2,4,7
5742,2,1,7
9926,2,3,3
631,1,3,3
6592,2,4,6
1662,1,2,4
2331,1,2,1
6355,2,3,3
294,1,3,8
9665,2,4,4
2105,1,2,10
6077,2,5,2
4048,1,2,6
3398,1,3,7
4479,1,2,4
2082,1,2,9
3842,1,1,7
1216,1,2,4
4087,1,1,10
6831,2,4,3
5810,2,2,6
6912,2,3,6
8363,2,4,5
3724,1,2,10
3020,1,2,2
6343,2,2,2
6021,2,5,2
9637,2,2,1
203,1,2,3
9786,2,4,3
9451,2,5,2
9204,2,3,4
8070,2,5,2
5340,2,5,2
3343,1,3,7
6144,2,3,6
9877,2,4,1
3418,1,3,9
1728,1,2,7
1170,1,3,9
8526,2,5,7
2367,1,2,6
7440,2,2,4
2675,1,1,10
1511,1,2,4
5399,2,5,3
1783,1,1,4
8163,2,1,5
5315,2,1,5
5224,2,4,2
7751,2,2,7
247,1,3,6
9138,2,3,3
2875,1,2,2
2902,1,3,10
3510,1,3,5
8563,2,4,5
7402,2,2,4
7535,2,5,3
8007,2,1,6
7352,2,4,1
5460,2,3,6
8939,2,3,6
4508,1,2,7
5825,2,2,3
6999,2,1,5
8090,2,5,4
986,1,3,7
915,1,1,8
2639,1,2,4
5332,2,2,5
6447,2,1,3
4516,1,2,2
5557,2,3,5
5441,2,4,2
5021,1,3,3
9336,2,1,1
4749,1,2,1
632,1,2,4
3508,1,3,10
7607,2,1,4
7388,2,5,3
276,1,1,9
5609,2,4,1
7817,2,2,5
2031,1,3,10
4385,1,2,3
2014,1,3,10
7625,2,3,2
5856,2,2,6
8810,2,5,4
2229,1,3,9
1111,1,2,7
3139,1,1,6
339,1,2,5
2714,1,3,9
377,1,3,9
3241,1,1,2
5248,2,2,4
3587,1,1,6
4594,1,2,1
9959,2,2,4
2040,1,1,1
9623,2,1,3
5183,2,2,6
5072,2,1,4
9432,2,4,1
3946,1,2,4
268,1,3,1
1,1,3,9
492,1,3,8
2329,1,1,3
9236,2,3,1
3936,1,1,6
3687,1,3,9
5417,2,3,7
7079,2,3,6
7947,2,5,4
1237,1,3,2
7626,2,2,7
3843,1,3,3
8698,2,1,1
9804,2,2,1
8735,2,3,7
9441,2,5,1
8890,2,4,5
2191,1,1,6
7492,2,3,5
6786,2,5,7
1689,1,2,10
2797,1,2,4
8859,2,3,1
9297,2,3,2
2060,1,2,1
2295,1,3,8
3442,1,1,1
34,1,3,4
753,1,1,4
9473,2,3,1
1414,1,3,6
806,1,3,9
4105,1,3,10
3973,1,1,4
6406,2,3,4
1897,1,2,5
3858,1,3,4
5934,2,1,4
835,1,1,5
9541,2,5,1
7303,2,1,2
9140,2,1,5
609,1,1,8
7773,2,3,6
9767,2,1,1
5246,2,2,2
1435,1,3,6
2749,1,3,1
6473,2,4,2
8693,2,5,6
5586,2,5,5
3933,1,3,5
8823,2,2,3
5678,2,1,6
9591,2,1,5
5964,2,5,2
9160,2,1,4
1952,1,2,3
881,1,2,10
3464,1,2,8
6945,2,2,1
2328,1,3,5
5558,2,5,2
9275,2,4,1
9207,2,4,4
4962,1,1,5
8871,2,5,6
3322,1,1,6
9772,2,3,2
1098,1,2,6
4427,1,2,8
7436,2,5,7
2909,1,3,3
9834,2,5,6
5193,2,5,2
4150,1,3,5
9681,2,1,6
3046,1,1,5
7337,2,3,7
4524,1,3,7
7367,2,3,7
8120,2,5,5
2933,1,2,1
4511,1,3,10
4223,1,3,8
2069,1,2,6
602,1,3,1
9137,2,1,7
9114,2,4,3
5069,2,5,4
3955,1,2,2
5401,2,1,6
4396,1,3,7
4360,1,3,7
8385,2,1,5
278,1,3,10
5870,2,1,6
2924,1,1,6
4901,1,1,1
9153,2,5,2
9443,2,1,3
3102,1,3,8
3320,1,3,6
5485,2,1,3
9647,2,3,5
7290,2,5,6
4260,1,3,9
8705,2,4,1
2049,1,2,5
2036,1,1,10
3362,1,1,4
3170,1,1,2
6624,2,1,1
7247,2,2,3
5177,2,5,5
6478,2,4,7
798,1,1,7
5789,2,2,1
1290,1,2,3
694,1,1,9
1798,1,2,4
8937,2,3,2
3790,1,2,6
6938,2,4,2
6140,2,3,7
269,1,1,10
7718,2,4,5
6742,2,1,5
1371,1,3,9
5898,2,1,6
1984,1,1,2
5423,2,1,4
5659,2,4,4
6752,2,1,6
6580,2,4,5
8851,2,1,5
3208,1,1,10
2046,1,2,9
4664,1,3,5
7975,2,1,1
5250,2,4,2
1818,1,2,8
2957,1,3,5
7588,2,3,7
5539,2,3,1
3348,1,1,9
8759,2,3,4
9318,2,2,7
5538,2,2,4
5965,2,3,1
1977,1,2,6
4632,1,1,6
4273,1,3,1
6567,2,4,1
4996,1,1,1
7117,2,2,1
2342,1,3,9
5995,2,1,7
5863,2,5,6
6490,2,3,3
9107,2,2,7
6445,2,2,6
6471,2,1,5
705,1,3,3
3417,1,3,9
3107,1,2,8
2633,1,2,4
1234,1,1,8
1870,1,1,2
9268,2,4,7
6377,2,1,6
8110,2,5,2
3609,1,2,10
4584,1,2,4
761,1,2,10
1294,1,2,8
1080,1,2,5
9264,2,5,5
7182,2,4,1
8552,2,4,2
36,1,1,1
1358,1,1,10
5191,2,5,1
8143,2,3,5
8819,2,1,4
9295,2,1,1
1544,1,3,2
7878,2,3,4
6026,2,1,4
6773,2,4,7
6372,2,4,1
9018,2,1,4
4245,1,1,8
9557,2,3,5
4300,1,1,2
7074,2,3,7
5731,2,2,6
7874,2,1,2
7906,2,4,3
645,1,3,1
2233,1,1,4
208,1,3,1
5728,2,2,4
7833,2,3,7
8212,2,5,5
284,1,2,1
2549,1,3,8
3537,1,2,8
9901,2,5,3
5661,2,3,4
7103,2,5,1
357,1,1,6
6861,2,3,4
4058,1,2,4
1907,1,1,4
7942,2,1,5
1152,1,1,3
3979,1,2,1
8300,2,5,6
5542,2,4,5
9328,2,4,2
6886,2,2,7
4201,1,1,7
4728,1,1,2
5889,2,3,6
6548,2,5,3
9802,2,1,6
6466,2,1,1
1894,1,3,3
1591,1,3,10
2391,1,3,9
5097,2,3,3
3558,1,3,3
693,1,2,9
8117,2,2,3
6645,2,4,6
1821,1,3,6
6086,2,2,7
2437,1,3,6
6011,2,5,1
8371,2,2,7
3906,1,3,4
3563,1,2,8
9878,2,5,3
6322,2,1,1
7263,2,5,5
7765,2,3,6
1809,1,1,2
78,1,1,3
2257,1,1,4
1898,1,2,8
4094,1,1,3
5533,2,1,7
6957,2,2,7
7700,2,2,7
6177,2,4,6
9036,2,3,5
7405,2,4,2
2192,1,1,3
9271,2,4,4
9601,2,3,4
7177,2,3,3
3062,1,3,10
2706,1,1,2
5938,2,4,1
1300,1,2,7
8977,2,4,1
5617,2,5,1
2891,1,1,6
6154,2,2,2
6405,2,5,1
7425,2,5,6
1869,1,3,7
2459,1,2,3
8351,2,2,3
1114,1,1,2
985,1,2,5
2042,1,1,4
4022,1,2,7
611,1,1,1
6922,2,4,7
5925,2,4,7
9501,2,5,1
3003,1,1,9
5203,2,2,1
5682,2,1,6
1674,1,3,8
5548,2,4,3
7037,2,5,7
4036,1,2,1
7291,2,3,4
1303,1,2,9
8025,2,4,1
5877,2,5,3
5188,2,3,4
306,1,2,10
4497,1,1,4
6535,2,5,6
2753,1,2,5
2462,1,3,1
1482,1,1,6
4082,1,2,10
2940,1,1,1
3744,1,2,7
9218,2,5,1
3368,1,3,10
4116,1,3,10
9173,2,4,4
4852,1,1,6
4486,1,1,2
9086,2,4,1
1241,1,2,3
3800,1,1,7
6460,2,1,5
1308,1,2,5
391,1,2,3
7132,2,3,7
9076,2,5,3
5247,2,5,4
1256,1,3,6
5360,2,1,5
6090,2,3,6
6755,2,2,2
1289,1,1,5
3169,1,3,7
4663,1,2,3
398,1,1,8
5490,2,5,6
196,1,2,8
7112,2,5,5
7485,2,5,5
1972,1,1,7
3714,1,3,3
3772,1,2,10
5942,2,4,6
687,1,2,8
295,1,1,1
9999,2,1,3
9340,2,5,7
3866,1,2,2
6231,2,4,3
6499,2,5,2
5454,2,2,6
4070,1,2,2
3873,1,2,2
5619,2,2,2
8586,2,4,2
6964,2,4,5
3272,1,3,10
246,1,1,8
4393,1,2,8
9484,2,3,1
420,1,1,8
9552,2,2,3
3118,1,1,7
4661,1,1,1
9199,2,5,1
5214,2,4,1
1238,1,1,8
7336,2,1,5
2552,1,3,10
6137,2,1,3
5433,2,1,5
3739,1,3,5
3286,1,1,3
7031,2,4,4
3616,1,2,6
3204,1,2,2
8128,2,1,3
8381,2,1,2
2456,1,2,1
7657,2,2,6
6079,2,3,7
4573,1,2,2
6013,2,5,7
8602,2,5,2
7403,2,1,4
4194,1,1,7
8493,2,2,1
1154,1,2,7
6113,2,3,4
4148,1,3,2
548,1,2,7
3345,1,3,4
4926,1,3,10
5591,2,2,1
2627,1,3,2
3451,1,3,3
910,1,1,8
8369,2,5,7
8101,2,1,6
1723,1,2,7
3596,1,1,5
4935,1,1,7
6994,2,3,3
6632,2,3,3
9196,2,2,6
2774,1,3,7
4841,1,1,6
5899,2,2,4
